page_chunk,page_number,group_value,group_confidence,group_notes_value,group_notes_confidence,series_value,series_confidence,series_notes_value,series_notes_confidence,unit_value,unit_confidence,finding_aid_reference_raw_value,finding_aid_reference_raw_confidence,text_value,text_confidence,start_date_original_value,start_date_original_confidence,end_date_original_value,end_date_original_confidence,start_date_formatted_value,start_date_formatted_confidence,end_date_formatted_value,end_date_formatted_confidence,annotations
6,26-30,,,,,,,,,,,3/3/53,5/5,"F.G. Strang Pty Ltd. Memorandum to foremen. Gives duties, discipline, etc. Concludes by reminding foremen that the Company is ""progressive"" and ""any ideas to improve tonnage will be rewarded"". 2pp. Ditto. 1p. 3 Aug. 1951.",5/5,3 Aug. 1951,5/5,,,1951-08-03,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/54,5/5,"Re Wm. Ferguson's dismissal by the United Stevedoring Pty Ltd. 4pp. and work card. 8, 20 Aug. 1951.",5/5,8 Aug. 1951,5/5,20 Aug. 1951,5/5,1951-08-08,5/5,1951-08-20,5/5,[]
6,26-30,,,,,,,,,,,3/3/55,5/5,"Capt. T.F. Bingham, United Stevedoring Pty Ltd to W. Sheppock. Terminates his employment, because of falling off in tonnage. 1p. 26 March 1952.",5/5,26 March 1952,5/5,,,1952-03-26,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/56,5/5,Scott to Commonwealth Savings Bank. Gives results of a ballot for the election of office-bearers. 1p. 26 June 1952.,5/5,26 June 1952,5/5,,,1952-06-26,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/57,5/5,"Capt. Bingham terminates employment of J.G. Hare, Richmond. 1p. 28 July 1952.",5/5,28 July 1952,5/5,,,1952-07-28,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/58,5/5,"Sheppock to Capt. Fraser, Superintendent, British Phosphate Commission. Re job as driver of a machine. Says he is a member of both AFSA and WWF. 1p. 22 Aug. 1952.",5/5,22 Aug. 1952,5/5,,,1952-08-22,5/5,,,[]
7,31-35,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3.,5/5,,,,,,,,,[]
7,31-35,,,,,,,,,,,,,CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
7,31-35,,,,,,,,,,,3/3,5/5,General Correspondence (cont.),5/5,,,,,,,,,[]
7,31-35,,,,,,,,,Units 12&14,5/5,3/3/59,5/5,"K. McKerrall, Manager, Melbourne Stevedoring Co. Pty Ltd. Memo to foremen. Re incident in which two men, members of a waterside gang, absented themselves without permission. Says foremen may be dismissed for not checking their men. 2pp. 16 Sept. 1952..",5/5,16 Sept. 1952.,5/5,,,1952-09-16,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/60,5/5,F.G. Strang Pty Ltd to R. Gibbons. Terminates employment. 1p. 26 Sept. 1952.,5/5,26 Sept. 1952.,5/5,,,1952-09-26,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/61,5/5,"V.B. Smith, Port Phillip R.S. and S. Co-op Ltd to P. Jacobs. Encloses two weeks pay in lieu of notice and annual leave pay.1p. 29 Oct. 1952.",5/5,29 Oct. 1952.,5/5,,,1952-10-29,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/62,5/5,"Scott to McKerrall. Lists names, addresses of casual foremen. 1p. 11 Nov. 1952.",5/5,11 Nov. 1952.,5/5,,,1952-11-11,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/63,5/5,AFSA circular. Re AFSA application for a separate award for supervisors and superintendents. 1p. 1953.,5/5,1953.,5/5,,,1953-01-01,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/64,5/5,McKerrall to T. O'Connor. Gives him two weeks notice. 1p. 4 Feb. 1953.,5/5,4 Feb. 1953.,5/5,,,1953-02-04,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/65,5/5,Scott to Casimir. Re Sunday work. 1p. 16 May 1953.,5/5,16 May 1953.,5/5,,,1953-05-16,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/66,5/5,"Scott to K. McIntyre, Kingsville. Re circular from ALP and annual conference. 1p. 27 May 1953.",5/5,27 May 1953.,5/5,,,1953-05-27,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/67,5/5,"Casimir to W.E. Clarke, WWF. Re rest periods under Judge Kirby's judgement. Says employers require rigid adherence to the order and will dismiss and report to the local representative of ASIB any waterside worker who ceases work early or returns late without authority. 1p. 1 July 1953.",5/5,1 July 1953.,5/5,,,1953-07-01,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/68,5/5,McKerrall to Scott. Advises him that he has arranged to employ four foremen. 1p. 8 July 1953.,5/5,8 July 1953.,5/5,,,1953-07-08,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/69,5/5,McKerrall memo to foremen. Re waterside workers' rest periods and care needed in shipping agricultural machinery to Fremantle and Brisbane. 1p. 10 July 1953.,5/5,10 July 1953.,5/5,,,1953-07-10,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/70,5/5,Port Phillip R.S. and S. Co-op Stevedoring Co. Ltd to Scott. Re Jacob's group certificate. 1p. 21 Aug. 1953.,5/5,21 Aug. 1953.,5/5,,,1953-08-21,5/5,,,[]
7,31-35,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3.,5/5,,,,,,,,,[]
7,31-35,,,,,,,,,,,,,CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
7,31-35,,,,,,,,,,,3/3,5/5,General Correspondence (cont.),5/5,,,,,,,,,[]
7,31-35,,,,,,,,,Units 12&14,5/5,3/3/71,5/5,Scott to Port Phillip Co. Says that Jacobs is in hospital. 1p. 23 Aug. 1953.,5/5,23 Aug. 1953.,5/5,,,1953-08-23,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/72,5/5,Re decision made by Commissioner Findlay in July 1953. 1p. 15 Oct. 1953.,5/5,15 Oct. 1953.,5/5,,,1953-10-15,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/73,5/5,F.G. Strang Pty Ltd to Scott. Conveys good wishes. 1p. 24 Dec. 1953.,5/5,24 Dec. 1953.,5/5,,,1953-12-24,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/74,5/5,"Scott to E.P. and A. Fraser. Re payment of travelling time to permanent foremen, as laid down in the award. 1p. 6 May 1954.",5/5,6 May 1954.,5/5,,,1954-05-06,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/75,5/5,Scott to F.G. Strang Pty Ltd. Encloses names/addresses of casual foremen employed during 1953-54. 1p. 14 June 1954.,5/5,14 June 1954.,5/5,,,1954-06-14,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/76,5/5,Scott to British Phosphate Commission. Concerns the practice of allowing permanent foremen employed by E.P. and A. Fraser to transfer to the Commission. Refers to an AFSA decision that permanent foremen of Melbourne or Geelong may not transfer. 1p. 5 Aug. 1954.,5/5,5 Aug. 1954.,5/5,,,1954-08-05,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/77,5/5,Scott to Melbourne Harbour Trust Commissioners. Thanks them for fine accommodation provided for foremen. Speaks of need for more offices. 1p. 13 Sept. 1954.,5/5,13 Sept. 1954.,5/5,,,1954-09-13,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/78,5/5,Melbourne Harbour Trust Commissioners to Scott. Says none of three sheds mentioned are available. 1p. 22 Sept. 1954.,5/5,22 Sept. 1954.,5/5,,,1954-09-22,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/79,5/5,"J.W. Neil,, Combined ALP Groups to Scott. Extends invitation to attend a Monster Rally at Melbourne Town Hall in support of Labor's fight against communism. 1p. 28 Jan. 1955.",5/5,28 Jan. 1955.,5/5,,,1955-01-28,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/80,5/5,The Victorian Stevedoring and General Contracting Co. Pty Ltd to all foremen. Re serious allegations about the lack of sobriety of foremen on the job. 1p. 17 March 1955.,5/5,17 March 1955.,5/5,,,1955-03-17,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/81,5/5,Taylor to Scott. Re question of an ASIB inquiry into allegations of insobriety made by waterside workers against foreman L. Davison. 1p. plus note. 24 March 1955.,5/5,24 March 1955.,5/5,,,1955-03-24,5/5,,,[]
7,31-35,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3.,5/5,,,,,,,,,[]
7,31-35,,,,,,,,,,,,,CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
7,31-35,,,,,,,,,,,3/3,5/5,General Correspondence (cont.),5/5,,,,,,,,,[]
7,31-35,,,,,,,,,Units 12&14,5/5,3/3/82,5/5,"Taylor to Capt. F.L. Grose, Chief Superintendent, Victorian Stevedoring Co. Pty Ltd. Re inquiry. 1p. 25 March 1955.",5/5,25 March 1955.,5/5,,,1955-03-25,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/83,5/5,"Ditto. Encloses an analysis of evidence given at inquiry concerning insobriety, an assault, etc. 1p. 25 March 1955.",5/5,25 March 1955.,5/5,,,1955-03-25,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/84,5/5,Scott to Grose. Encloses copy of Taylor's letter re assault by waterside worker on foreman. 1p. 26 March 1955.,5/5,26 March 1955.,5/5,,,1955-03-26,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/85,5/5,F. G. Strang Pty Ltd to Scott. Asks for full names/addresses of three AFSA members. 1p. 1 June 1955.,5/5,1 June 1955.,5/5,,,1955-06-01,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/86,5/5,Scott to F.G. Strang Pty Ltd. Gives information. 1p. 3 June 1955.,5/5,3 June 1955.,5/5,,,1955-06-03,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/87,5/5,"Scott to Capt G.L. Long, General Manager, United Stevedoring Pty Ltd. Re salvage rates of pay for foremen stevedores on S.S. Elmhill. 1p. 21 June 1955.",5/5,21 June 1955.,5/5,,,1955-06-21,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/88,5/5,"Scott to R. Phillips, Secretary, Geelong Harbour Trust. Concerns amenities for foremen stevedores in Geelong. 1p. 21 Nov. 1955.",5/5,21 Nov. 1955.,5/5,,,1955-11-21,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/89,5/5,Phillips to Scott. Says Scott's letter has been the subject of reports by the Chief Engineer and Harbour Master. 1p. 2 copies. 2 Dec. 1955.,5/5,2 Dec. 1955.,5/5,,,1955-12-02,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/90,5/5,"Report of a conference between Capt. Long and foremen stevedores re dismissal of J. Johnson, AFSA member, for abusing Capt. Busby. 2pp. 19 Jan. 1956.",5/5,19 Jan. 1956.,5/5,,,1956-01-19,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/91,5/5,Commonwealth Savings Bank of Vic. Re AFSA Death Benefit Fund. 2pp. 26 Jan. 1956.,5/5,26 Jan. 1956.,5/5,,,1956-01-26,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/92,5/5,"WWF, Sydney. Copy of a circular to all branches. Re dispute over union's wage claims. Gives a history of dispute. AFSA and ACTU attitudes, discussions with Holt, Minister for Labour. Combined union's motion of censure against employers. 7pp. 3 Feb. 1956.",5/5,3 Feb. 1956.,5/5,,,1956-02-03,5/5,,,[]
7,31-35,3,5/5,"AUSTRALIAN FOREMAN STEVEDORES ASSOCIATION COLLECTION
GROUP 3.",5/5,,,,,,,,,"AUSTRALIAN FOREMAN STEVEDORES ASSOCIATION COLLECTION
GROUP 3.",5/5,,,,,,,,,[]
7,31-35,,,,,,,,,,,,,CORR.PONDENCE (cont.),4/5,,,,,,,,,[]
7,31-35,,,,,,,,,Units 12&14,5/5,3/3/93,5/5,"J. Macken The Marine Motor Drivers and Coxswains' Union, N.S.W., Scott. Re Taylor's accident. 1p. 20 March 1956.",4/5,20 March 1956.,5/5,,,1956-03-20,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/94,5/5,Scott to Macken. Says he is looking forward to meeting him in Melbourne at the ACTU Congress. 1p. 15 June 1956.,5/5,15 June 1956.,5/5,,,1956-06-15,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/95,5/5,"G.J. Hill, Transport Workers Union of Australia (Vic. Branch) to Scott. Re friction between their two unions over demarcation question. 1p. 4 March 1957.",5/5,4 March 1957.,5/5,,,1957-03-04,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/96,5/5,Scott to S. Stafford. Re Transport Workers complaint. 1p. 14 May 1957.,5/5,14 May 1957.,5/5,,,1957-05-14,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/97,5/5,"Local representative, Port Authority, Melbourne, to Wm. Holyman and Sons Pty Ltd. Says he has learned of a case in which only one foreman supervised four gangs. 1p. 27 May 1957.",5/5,27 May 1957.,5/5,,,1957-05-27,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/98,5/5,"Ditto. Re inefficient, unsatisfactory stevedoring opeartions. 5pp. 26, 30 July 1957.",3/5,"26, 30 July 1957.",5/5,30 July 1957.,5/5,1957-07-26,5/5,1957-07-30,5/5,[]
7,31-35,,,,,,,,,,,3/3/99,5/5,"Scott to J.V. Stout, THC. Encloses cheque for E320 for THC Building Fund. 1p. 30 July 1957.",5/5,30 July 1957.,5/5,,,1957-07-30,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/100,5/5,"Casimir to WWF. Memorandum No. 15/1957. Concerns a number of matters, such as men refusing to work in the rain, claims for wrongful dismissals, minimum payable to men dismissed. 4pp. 3 Sept.1957.",5/5,3 Sept.1957.,5/5,,,1957-09-03,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/101,5/5,"Copy of a letter from T. Nelson, WWF, Sydney to Taylor. Re dispute over alleged assault on Krespi, AFSA, by three WWF members. 31 Oct. 1957.",5/5,31 Oct. 1957.,5/5,,,1957-10-31,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/102,5/5,Taylor to Nelson. Says AFSA and WWF agree to an inquiry. 1p. 31 Oct. 1957.,5/5,31 Oct. 1957.,5/5,,,1957-10-31,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/103,5/5,WWF circular to branches. Re Krespi case. 9pp. 15 Nov. 1957.,5/5,15 Nov. 1957.,5/5,,,1957-11-15,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/104,5/5,Report of a joint committee of AFSA and WWF NSW branches. 1p. 26 Nov. 1957.,5/5,26 Nov. 1957.,5/5,,,1957-11-26,5/5,,,[]
7,31-35,3,5/5,"AUSTRALIAN FOREMAN STEVEDORES ASSOCIATION COLLECTION
GROUP 3.",5/5,,,,,,,,,"AUSTRALIAN FOREMAN STEVEDORES ASSOCIATION COLLECTION
GROUP 3.",5/5,,,,,,,,,[]
7,31-35,,,,,,,,,,,,,CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
7,31-35,,,,,,,,,Units 12&14,5/5,3/3/105,5/5,"R.J. Morris, AFSA. Copy of resolution by NWS Branch. Breaks off negotiations with WWF. Resolves that union will refer matter to the proper civil and criminal courts. 1p. 1 Dec. 1957.",5/5,1 Dec. 1957.,5/5,,,1957-12-01,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/106,5/5,"Resolution issued by WWF, Victorian Branch. Condemns and censures the employers and ASIA on the issue of gang strengths. Condemns also unwarranted and vicious attacks by police on union members. 2pp. 28 Feb. 1958.",5/5,28 Feb. 1958.,5/5,,,1958-02-28,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/107,5/5,"Scott to International Transport Workers Federation, London. Re AFSA application for affiliation. 1p. 14 April 1958.",5/5,14 April 1958.,5/5,,,1958-04-14,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/108,5/5,"Des Keary, Department of Supply, to Scott. Re sending AFSA new log of claims to the Australian Aluminium Production Commission, Tasmania. 2pp. 9, 12 May 1958.",5/5,"9, 12 May 1958.",5/5,12 May 1958.,5/5,1958-05-09,5/5,1958-05-12,5/5,[]
7,31-35,,,,,,,,,,,3/3/109,5/5,Arbitration Court judgement in Krespi case. Appeal dismissed. 4pp. 9 June 1958.,5/5,9 June 1958.,5/5,,,1958-06-09,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/110,5/5,"AFSA to Manager, Commonwealth Savings Bank of Australia, Melbourne. Re resignation of union president. 1p. 29 July 1958.",5/5,29 July 1958.,5/5,,,1958-07-29,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/111,5/5,James Patrick and Co. Pty Ltd to Taylor. Copy to Scott. Re Angus MacDonald. Gives history of MacDonald's employment. Says they will grant him 2 weeks' wages in lieu of notice but won't give him any holiday pay. 2pp. 4 Aug. 1959.,5/5,4 Aug. 1959.,5/5,,,1959-08-04,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/112,5/5,Ditto. 1p. 5 Aug. 1957.,5/5,5 Aug. 1957.,5/5,,,1957-08-05,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/113,5/5,Casimir to Scott. Concerns substituting Geelong for Melbourne Cup Day as a holiday in the Port of Geelong. 1p. 20 Oct. 1959.,5/5,20 Oct. 1959.,5/5,,,1959-10-20,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/114,5/5,"Chamber of Shipping of the United Kingdom, London, to A..E. Monk, ACTU. Concerns the fitting out of grain ships by shore labour in Australia. Says shipowners cannot accept the implication that there are special requirements in the Australian trade. 3pp. 11 Dec. 1959.",3/5,11 Dec. 1959.,5/5,,,1959-12-11,5/5,,,[]
7,31-35,,,,,,,,,,,3/3/115,5/5,Commonwealth Industrial Court to Scott. Re election of office- bearers. 7pp. 3 - 11 Feb. 1960.,5/5,3 Feb. 1960.,5/5,11 Feb. 1960.,5/5,1960-02-03,5/5,1960-02-11,5/5,[]
8,36-40,3,5/5,"GROUP 3.
CORRESPONDENCE (cont.)",5/5,,,,,,,,,"GROUP 3.
CORRESPONDENCE (cont.)",5/5,,,,,,,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/116,5/5,"R. Foley to Scott. Copy of a decision of the Registrar, Commonwealth Arbitration Court re rules about elections. 1p. 3 Feb. 1960.",5/5,3 Feb. 1960.,5/5,,,1960-02-03,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/117,5/5,"T.G. Hadlow, the Tasmanian Stevedoring Co. Pty Ltd, to Scott. Thanks him for his telegram. 1p. 8 Feb. 1960.",5/5,8 Feb. 1960.,5/5,,,1960-02-08,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/118,5/5,"J.P. Brebner, Federal Secretary, ALP to members. Re DLP pamphlet. 1p. 19 Sept. 1960.",5/5,19 Sept. 1960.,5/5,,,1960-09-19,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/119,5/5,Casimir to Scott. Concerns discussions about who should handle the issue of wet weather clothing. 2pp. 16 Feb. 1961.,5/5,16 Feb. 1961.,5/5,,,1961-02-16,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/120,5/5,"S. Clarke, Secretary, Job Delegates Association, WWF, Melbourne, to Scott. Re party. 1p. 5 May 1961.",5/5,5 May 1961.,5/5,,,1961-05-05,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/121,5/5,"V.C. Alford, WWF. Circular to Secretaries of unions. Re THC resolution censuring him for attempting to assume office of General Secretary. 3pp. 17, 24 July 1961.",5/5,17 July 1961,5/5,24 July 1961,5/5,1961-07-17,5/5,1961-07-24,5/5,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/122,5/5,Copy of second statement by Alford. Re election. 1p. 20 July 1961.,5/5,20 July 1961.,5/5,,,1961-07-20,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/123,5/5,Casimir to Scott. Advises him that AFSA should seek representation on the Melbourne Accident Prevention Organisation. 1p. 10 Oct. 1961.,5/5,10 Oct. 1961.,5/5,,,1961-10-10,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/124,5/5,"United Stevedoring Pty Ltd to E. Cawse, member, AFSA. Gives him two weeks notice as a permanent foreman and informs him that he will now be employed on a casual basis. 2pp. 25 Oct. 1961.",5/5,25 Oct. 1961.,5/5,,,1961-10-25,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/125,5/5,AFSA to United Stevedoring Pty Ltd. Re recent retrenchments of permanent foremen. Asks for a close adherence to the terms of the Award. 1p. 3 Nov. 1961.,5/5,3 Nov. 1961.,5/5,,,1961-11-03,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/126,5/5,The British Phosphate Commissioners to Scott. Re delegation from AFSA concerning an appointment. 1p. 2 Mar. 1962.,5/5,2 Mar. 1962.,5/5,,,1962-03-02,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/127,5/5,"Scott to the Manager, Union Steam Ship Co. Pty Ltd. Lodges an application for W. Ferguson, AFSA member, for payment of annual leave due at the date of his accident. 1p. 5 June 1962.",5/5,5 June 1962.,5/5,,,1962-06-05,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/128,5/5,Scott to Ferguson. Encloses a copy of his claim. 1p. 5 June 1962.,5/5,5 June 1962.,5/5,,,1962-06-05,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/129,5/5,"WWF statement on penal provisions in Commonwealth legislation, awards, etc. Concludes with list of total fines imposed on Melbourne unions since 1960 Award. 9pp. (2 copies). Oct. 1962.",5/5,Oct. 1962.,5/5,,,1962-10-01,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/130,5/5,"J.V. Stout, THC. Circular to affiliated unions. Concerns margins and annual leave campaign. Encloses speakers' notes. lp. 28 Feb. 1963.",5/5,28 Feb. 1963.,5/5,,,1963-02-28,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/131,5/5,"The British Phosphate Commissioners, to Scott. Re applications for positions as permanent/casual foremen. 5pp. 13 Feb. - 5 Mar. 1963.",5/5,13 Feb. 1963,5/5,5 Mar. 1963.,5/5,1963-02-13,5/5,1963-03-05,5/5,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/132,5/5,"Scott to Capt. F. Grose. Re rigging and handling course, RMIT. Contains lists of one lecturer's impressions re foremen's grievances, frustrations. 2pp. 16 Mar. 1963.",5/5,16 Mar. 1963.,5/5,,,1963-03-16,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/133,5/5,"Scott to S. Welsh, WWF, Geelong Branch. Concerns alleged incident on Yamatoshi Maru. Asks WWF to ""play fair"". 1p. 4 April 1963.",5/5,4 April 1963.,5/5,,,1963-04-04,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/134,5/5,"C. Young, Secretary, WWF to Scott. Thanks AFSA for moral and financial support in a recent dispute in which 800 WWF members were suspended. Asks for further co-operation. 1p. 28 May 1963.",5/5,28 May 1963.,5/5,,,1963-05-28,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/135,5/5,"S. Welsh to Scott. Asks what action has been taken against two foremen M. Davidson and W. Romari. Claims some foremen treat WWF members ""Like as if they were Dogs"". 1p. 28 May 1963.",5/5,28 May 1963.,5/5,,,1963-05-28,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/136,5/5,"Victorian Police Statement to Scott. Concerns an alleged assault on E. Owen's foreman stevedore, by waterside worker, Murray, which resulted in the latter's dismissal. 1p. 31 May 1963.",5/5,31 May 1963.,5/5,,,1963-05-31,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/137,5/5,C. Young to Scott. Encloses MS. copy of book on the shipping monopoloy by Rupert Lockwood. Says his branch has produced 106 copies for distribution. 1p. 28 June 1963.,5/5,28 June 1963.,5/5,,,1963-06-28,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,$/3/138,3/5,"Casimir to Foley. Replies to a query regarding the position in Sydney in relation to foremen stevedores. Discusses a log of claims, increased margins etc. 2pp. 22 Aug. 1963.",5/5,22 Aug. 1963.,5/5,,,1963-08-22,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/139,5/5,"Taylor to A.E. Monk, ACTU. Notifies Monk that Scott and Foley have been chosen as Melbourne delegates to ACTU Congress. 1p. 8 Sept. 1963.",5/5,8 Sept. 1963.,5/5,,,1963-09-08,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,13/3/140,3/5,For a Higher Basic Wage. WWF circular. Gives ACTU Congress policy from 1955 to 1963. Suggests the establishment of a committee to research the matter leading to a basic wage claim in 1965. 6pp. Oct. 1963.,5/5,Oct. 1963.,5/5,,,1963-10-01,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/141,5/5,Scott to Young. Acknowledges receipt of MS. copy of book. Agrees that the information is valuable to all maritime unions.1p. 3 Oct. 1963.,5/5,3 Oct. 1963.,5/5,,,1963-10-03,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/142,5/5,Scott to Casimir. Asks for permission for executive members of AFSA to meet on an ordinary working day once every six weeks. 1p. 12 Nov. 1963.,5/5,12 Nov. 1963.,5/5,,,1963-11-12,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/143,5/5,Casimir to Scott. Advises that committee of management agrees to request on principle. 1p. 15 Nov. 1963.,5/5,15 Nov. 1963.,5/5,,,1963-11-15,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/144,5/5,"C. Young, WWF, to Scott. Invites AFSA to send a representative to a meeting to discuss the question of a new building to house Maritime and Transport Unions. lp. 18 Nov. 1963.",5/5,18 Nov. 1963.,5/5,,,1963-11-18,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/145,5/5,"Casimir. Circular No. 8/1963. Concerns acceptance of AFSA log of claims re minimum payments, meal money, wages. 1p. 26 Nov. 1963.",5/5,26 Nov. 1963.,5/5,,,1963-11-26,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/146,5/5,"Young to Scott. Advises him of a meeting to discuss the erection of a building on property owned by the WWF. Wants information about space needed, etc. to allow architect to make an estimate. 1p. 29 Nov. 1963.",5/5,29 Nov. 1963.,5/5,,,1963-11-29,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/147,5/5,"Scott to Deputy Commissioner of Taxation. Re whereabouts of Peter Ferguson, AFSA member. 1p. 15 Dec. 1963.",5/5,15 Dec. 1963.,5/5,,,1963-12-15,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/138,5/5,WWF to Scott. Thanks AFSA for support in a dispute at Victoria Dock concerning the issue and receipt of overalls. 1p. 15 Jan. 1964.,5/5,15 Jan. 1964.,5/5,,,1964-01-15,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/149,5/5,"T.J. Doyle, Acting Secretary, Transport Workers' Union to Scott. Re drive on non-unionists, unfinancial members and employers who are not paying award rates. 1p. 17 Feb. 1964.",5/5,17 Feb. 1964.,5/5,,,1964-02-17,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/150,5/5,"G.J. Hill, Transport Workers Union to Scott. Thanks him for co-operation in recent blitz on non-unionists and unfinancial members. 1p. 19 Mar. 1964.",5/5,19 Mar. 1964.,5/5,,,1964-03-19,5/5,,,[]
8,36-40,,,,,,,,,Units 12&14,5/5,3/3/151,5/5,"C. Young, WWF, to Scott. Requests him to attend a meeting at WWF Melbourne branch office to discuss lack of adequate rest periods when working to 7pm in the Port of Melbourne. 1p. 19 Mar. 1964.",5/5,19 Mar. 1964.,5/5,,,1964-03-19,5/5,,,[]
